project_id,respondent_id,site_id,role,timepoint,assessment_date,item_id,direction,effect,comment
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,1,3,0,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,2,3,0,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,3,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,4,3,0,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,5,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,6,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,7,1,1,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,8,1,1,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,9,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,10,1,1,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,11,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,12,3,1,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,13,2,,
PCAT_DEMO,R001,SITE_A,clinician,planning,2026-01-15,14,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,1,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,3,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,8,1,1,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,12,2,,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,13,3,1,
PCAT_DEMO,R001,SITE_A,clinician,mid_implementation,2026-05-15,14,2,,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,1,3,0,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,2,3,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,3,3,0,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,4,3,0,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,5,3,0,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,6,2,,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,7,1,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,8,1,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,9,1,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,10,1,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,11,2,,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,12,3,1,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,13,2,,
PCAT_DEMO,R002,SITE_A,nurse,planning,2026-01-15,14,3,1,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,2,3,1,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,3,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,6,1,1,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,7,1,1,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,13,2,,
PCAT_DEMO,R002,SITE_A,nurse,mid_implementation,2026-05-15,14,3,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,1,3,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,2,3,0,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,3,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,4,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,5,3,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,6,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,7,1,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,8,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,9,1,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,10,1,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,11,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,12,3,1,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,13,2,,
PCAT_DEMO,R003,SITE_A,manager,planning,2026-01-15,14,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,1,3,1,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,3,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,5,3,1,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,9,1,1,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,11,1,0,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,13,3,1,
PCAT_DEMO,R003,SITE_A,manager,mid_implementation,2026-05-15,14,3,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,1,3,0,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,2,3,0,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,3,2,,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,4,3,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,5,3,0,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,6,2,,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,7,1,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,8,1,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,9,1,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,10,1,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,11,2,,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,12,3,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,13,3,1,
PCAT_DEMO,R004,SITE_A,clinician,planning,2026-01-15,14,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,3,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,4,3,1,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,5,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,8,1,1,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,9,3,1,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,13,3,1,
PCAT_DEMO,R004,SITE_A,clinician,mid_implementation,2026-05-15,14,2,,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,1,3,0,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,2,3,0,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,3,1,1,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,4,3,0,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,5,3,0,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,6,2,,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,7,2,,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,8,1,1,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,9,1,1,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,10,1,1,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,11,2,,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,12,3,1,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,13,2,,
PCAT_DEMO,R005,SITE_A,nurse,planning,2026-01-15,14,1,1,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,3,3,1,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,7,1,1,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,10,1,1,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,13,2,,
PCAT_DEMO,R005,SITE_A,nurse,mid_implementation,2026-05-15,14,3,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,1,3,0,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,2,3,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,3,2,,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,4,3,0,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,5,3,0,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,6,2,,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,7,1,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,8,1,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,9,1,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,10,1,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,11,2,,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,12,3,1,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,13,2,,
PCAT_DEMO,R006,SITE_A,manager,planning,2026-01-15,14,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,2,3,1,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,3,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,4,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,8,3,1,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,9,1,1,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,13,3,1,
PCAT_DEMO,R006,SITE_A,manager,mid_implementation,2026-05-15,14,3,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,1,3,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,2,2,,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,3,1,0,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,4,3,0,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,5,3,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,6,3,0,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,7,1,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,8,1,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,9,1,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,10,1,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,11,2,,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,12,3,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,13,1,1,
PCAT_DEMO,R007,SITE_B,clinician,planning,2026-01-15,14,1,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,1,3,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,3,1,0,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,5,3,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,8,1,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,9,1,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,13,3,1,
PCAT_DEMO,R007,SITE_B,clinician,mid_implementation,2026-05-15,14,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,1,3,0,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,2,3,0,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,3,1,0,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,4,3,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,5,3,0,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,6,2,,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,7,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,8,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,9,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,10,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,11,3,0,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,12,3,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,13,1,1,
PCAT_DEMO,R008,SITE_B,nurse,planning,2026-01-15,14,1,1,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,3,1,0,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,4,3,1,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,10,1,1,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,13,1,1,
PCAT_DEMO,R008,SITE_B,nurse,mid_implementation,2026-05-15,14,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,1,2,,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,2,3,0,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,3,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,4,3,0,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,5,3,0,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,6,2,,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,7,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,8,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,9,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,10,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,11,2,,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,12,2,,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,13,1,1,
PCAT_DEMO,R009,SITE_B,manager,planning,2026-01-15,14,1,1,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,3,1,1,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,8,1,1,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,9,1,1,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,13,2,,
PCAT_DEMO,R009,SITE_B,manager,mid_implementation,2026-05-15,14,2,,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,1,3,0,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,2,3,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,3,1,0,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,4,3,0,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,5,3,0,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,6,1,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,7,1,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,8,1,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,9,1,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,10,2,,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,11,2,,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,12,3,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,13,1,1,
PCAT_DEMO,R010,SITE_B,clinician,planning,2026-01-15,14,1,1,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,1,3,0,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,2,2,,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,3,1,0,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,6,3,1,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,8,1,1,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,13,1,1,
PCAT_DEMO,R010,SITE_B,clinician,mid_implementation,2026-05-15,14,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,1,3,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,2,3,0,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,3,1,0,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,4,3,0,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,5,3,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,6,2,,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,7,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,8,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,9,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,10,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,11,1,0,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,12,3,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,13,1,1,
PCAT_DEMO,R011,SITE_B,nurse,planning,2026-01-15,14,1,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,1,3,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,3,1,0,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,4,3,0,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,5,3,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,7,1,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,9,2,,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,10,1,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,11,3,0,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,12,3,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,13,1,1,
PCAT_DEMO,R011,SITE_B,nurse,mid_implementation,2026-05-15,14,2,,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,1,3,0,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,2,3,0,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,3,1,0,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,4,3,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,5,2,,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,6,2,,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,7,1,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,8,1,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,9,2,,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,10,1,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,11,2,,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,12,3,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,13,1,1,
PCAT_DEMO,R012,SITE_B,manager,planning,2026-01-15,14,1,1,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,1,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,2,3,0,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,3,1,0,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,4,3,1,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,5,3,0,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,6,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,7,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,8,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,9,1,1,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,10,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,11,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,12,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,13,2,,
PCAT_DEMO,R012,SITE_B,manager,mid_implementation,2026-05-15,14,2,,
